Customer ID,Country,Total Purchases,Sign-up Date
1032,China,43,2019-07-13 03:19:57.000000000
1022,China,28,2018-12-28 01:00:26.000000000
1012,China,44,2023-09-06 08:20:34.000000000
1005,China,17,2020-04-15 19:06:59.000000000
1011,Brazil,34,2016-07-04 17:26:59.000000000
1012,Philippines,28,2016-07-24 03:19:51.000000000
1023,Colombia,41,2020-05-06 11:58:41.000000000
1024,Venezuela,43,2019-09-07 00:29:40.000000000
1019,China,12,2020-10-13 00:00:10.000000000
1032,Philippines,13,2020-04-29 16:36:03.000000000
1026,Sweden,43,2016-08-05 05:18:48.000000000
1009,China,37,2022-12-30 11:06:14.000000000
1005,Indonesia,40,2024-02-22 21:48:12.000000000
1008,Nicaragua,2,2024-01-03 19:42:52.000000000
1007,Ukraine,28,2021-04-06 11:59:11.000000000
1002,Brazil,44,2021-12-03 20:53:17.000000000
1029,Indonesia,23,2017-07-25 12:05:05.000000000
1004,Philippines,19,2017-12-07 02:34:09.000000000
1002,China,13,2017-04-12 05:43:31.000000000
1034,China,47,2024-02-26 18:34:13.000000000
1007,Australia,47,2020-03-28 08:39:34.000000000
1029,Sweden,23,2023-02-25 20:24:38.000000000
1029,Indonesia,29,2018-10-13 11:31:00.000000000
1020,China,15,2023-01-23 19:57:57.000000000
1033,China,2,2023-05-18 13:42:34.000000000
1000,Latvia,17,2019-05-13 01:22:32.000000000
1019,China,34,2022-06-30 20:08:35.000000000
1023,Peru,4,2017-12-25 07:22:00.000000000
1033,Colombia,45,2019-05-08 18:45:08.000000000
1021,Belarus,29,2020-07-29 18:45:52.000000000
1014,Argentina,29,2019-09-03 15:20:54.000000000
1023,Argentina,30,2017-04-21 15:37:05.000000000
1011,Poland,4,2022-08-08 23:07:02.000000000
1020,Brazil,5,2016-09-08 07:02:09.000000000
1017,Nepal,16,2018-09-01 22:16:11.000000000
1024,Argentina,29,2015-07-24 07:53:24.000000000
1023,China,18,2020-05-29 13:35:01.000000000
1029,Georgia,21,2020-04-09 04:31:10.000000000
1004,Philippines,11,2019-05-09 04:46:32.000000000
1018,Zimbabwe,8,2019-05-30 02:47:41.000000000
1022,Russia,7,2016-02-12 21:47:07.000000000
1012,Portugal,4,2020-12-01 04:12:19.000000000
1016,Canada,36,2020-05-08 20:26:32.000000000
1018,Norway,33,2018-08-27 20:40:07.000000000
1025,Russia,28,2017-10-02 15:45:01.000000000
1009,Russia,25,2016-12-30 16:54:32.000000000
1024,Ukraine,20,2021-04-04 20:08:28.000000000
1001,Niger,2,2020-06-20 09:00:28.000000000
1002,Azerbaijan,34,2018-04-23 20:10:17.000000000
1011,United States,39,2022-12-05 04:34:00.000000000
1032,Argentina,34,2017-06-28 03:43:47.000000000
1012,Niger,13,2016-02-29 01:21:52.000000000
1025,Kenya,8,2023-07-03 20:01:55.000000000
1004,Greece,4,2019-08-30 00:56:25.000000000
1015,France,21,2017-05-13 15:25:38.000000000
1016,China,35,2018-06-11 14:15:48.000000000
1008,Japan,38,2021-03-07 18:36:39.000000000
1024,Macedonia,12,2016-10-22 15:54:51.000000000
1025,Finland,42,2023-07-26 07:19:31.000000000
1024,China,28,2017-04-02 00:05:40.000000000
1018,Bulgaria,20,2016-01-07 15:09:55.000000000
1033,Croatia,14,2016-05-27 13:13:55.000000000
1023,Russia,41,2023-05-13 23:02:32.000000000
1000,Canada,25,2021-03-28 02:43:13.000000000
1022,Japan,31,2019-11-25 20:22:15.000000000
1008,Uruguay,40,2018-01-25 03:23:19.000000000
1005,Indonesia,34,2023-08-21 02:13:25.000000000
1005,China,26,2016-10-06 11:20:22.000000000
1012,Syria,19,2016-07-19 21:48:30.000000000
1018,Poland,28,2023-01-08 22:26:35.000000000
1012,China,35,2020-07-10 12:40:11.000000000
1010,Indonesia,37,2022-09-05 04:04:21.000000000
1008,Saudi Arabia,14,2016-01-11 20:55:52.000000000
1007,Indonesia,3,2023-06-29 06:05:13.000000000
1011,Indonesia,4,2020-07-10 17:08:35.000000000
1005,China,42,2017-06-05 20:48:04.000000000
1003,Brazil,15,2022-07-30 05:07:18.000000000
1007,Russia,16,2018-11-02 09:08:59.000000000
1035,Ukraine,5,2018-03-17 22:14:01.000000000
1026,Malaysia,47,2017-01-24 12:04:24.000000000
1020,Senegal,24,2022-01-14 01:17:03.000000000
1025,Philippines,23,2020-02-26 06:52:12.000000000
1000,Thailand,3,2021-09-23 16:22:29.000000000
1010,Brazil,14,2015-11-24 15:49:46.000000000
1010,Russia,24,2021-03-08 11:18:18.000000000
1003,Brazil,34,2023-11-01 22:31:43.000000000
1028,Laos,41,2022-04-24 01:11:07.000000000
1029,Malaysia,12,2016-06-22 17:28:38.000000000
1000,Central African Republic,29,2016-11-21 13:55:19.000000000
1001,Kazakhstan,29,2016-10-03 06:42:35.000000000
1022,Philippines,20,2023-01-29 15:21:13.000000000
1001,Cuba,19,2019-04-22 12:03:33.000000000
1035,China,1,2015-12-10 19:32:42.000000000
1034,Sweden,29,2015-12-06 09:26:45.000000000
1022,Canada,18,2021-12-01 21:00:31.000000000
1023,Afghanistan,1,2021-03-24 08:24:39.000000000
1025,Brazil,43,2018-04-10 22:44:01.000000000
1014,Brazil,46,2023-04-28 22:14:35.000000000
1033,Indonesia,16,2015-04-12 19:24:27.000000000
1032,Indonesia,27,2017-03-14 10:37:42.000000000
1012,United States,39,2019-01-04 11:25:35.000000000
1013,United States,45,2016-12-23 08:08:18.000000000
1000,China,8,2019-11-17 13:19:45.000000000
1029,China,29,2019-08-01 01:57:17.000000000
1015,Russia,27,2018-03-26 04:09:50.000000000
1012,Portugal,38,2016-07-02 12:38:53.000000000
1031,Brazil,17,2020-05-16 04:04:59.000000000
1003,Japan,29,2019-07-29 01:51:20.000000000
1006,Czech Republic,3,2019-02-07 20:15:26.000000000
1025,China,38,2023-07-24 08:55:57.000000000
1004,China,27,2015-11-26 10:22:25.000000000
1009,Russia,11,2022-05-31 17:01:28.000000000
1035,Greece,20,2023-01-26 22:27:32.000000000
1012,Tunisia,44,2023-10-14 08:57:27.000000000
1004,Tanzania,37,2017-08-18 10:48:16.000000000
1011,Sweden,35,2023-05-17 02:14:53.000000000
1012,France,10,2021-09-13 06:01:51.000000000
1025,Chile,21,2015-12-26 10:14:32.000000000
1021,Russia,13,2019-10-14 21:10:48.000000000
1021,Malaysia,5,2015-12-20 21:34:42.000000000
1017,China,19,2017-05-30 00:13:51.000000000
1009,Indonesia,42,2023-02-23 03:49:18.000000000
1017,China,28,2024-01-05 08:11:06.000000000
1001,Russia,29,2015-06-06 12:28:13.000000000
1010,China,39,2017-07-14 01:01:54.000000000
1005,China,9,2023-09-20 15:48:57.000000000
1021,China,12,2017-12-11 03:37:54.000000000
1018,France,44,2023-02-08 15:29:06.000000000
1028,Indonesia,45,2022-06-02 14:18:12.000000000
1034,Indonesia,5,2021-08-28 08:31:30.000000000
1007,South Korea,41,2019-03-23 13:48:50.000000000
1031,China,13,2022-02-12 15:44:54.000000000
1023,Belarus,28,2016-08-09 13:45:00.000000000
1028,Russia,14,2021-05-11 22:07:18.000000000
1025,Comoros,10,2019-10-02 16:00:30.000000000
1011,Philippines,23,2022-03-01 11:04:41.000000000
1013,China,41,2018-10-02 07:01:53.000000000
1003,China,17,2018-09-29 19:01:40.000000000
1014,Syria,19,2016-06-30 00:20:57.000000000
1006,China,6,2015-08-10 02:31:53.000000000
1007,Indonesia,34,2016-01-08 05:23:39.000000000
1026,China,17,2016-02-05 10:51:40.000000000
1000,Philippines,19,2023-08-05 03:05:49.000000000
1000,Portugal,22,2017-01-05 20:45:59.000000000
1018,Russia,13,2017-04-08 02:30:09.000000000
1034,Colombia,20,2017-07-10 07:07:26.000000000
1010,China,41,2017-11-23 15:14:22.000000000
1003,Philippines,11,2023-12-13 22:12:15.000000000
1012,Poland,43,2021-10-01 16:41:08.000000000
1034,Brazil,46,2022-06-11 11:32:03.000000000
1026,Reunion,15,2022-04-19 21:09:43.000000000
1028,Azerbaijan,9,2016-04-04 23:22:14.000000000
1035,Palestinian Territory,38,2022-12-16 20:37:27.000000000
1000,Russia,32,2023-08-24 08:15:07.000000000
1022,Chile,33,2023-06-15 05:56:38.000000000
1029,Russia,30,2016-05-13 05:37:34.000000000
1027,Gambia,39,2023-06-01 06:13:12.000000000
1023,Israel,44,2020-10-24 04:40:24.000000000
1027,Indonesia,41,2016-06-15 18:53:25.000000000
1022,Andorra,11,2021-05-24 00:21:40.000000000
1031,Costa Rica,34,2020-01-27 04:27:35.000000000
1002,Serbia,43,2023-12-28 11:28:58.000000000
1020,Czech Republic,10,2019-04-22 00:30:01.000000000
1000,Sweden,33,2018-09-08 21:55:46.000000000
1002,Ukraine,42,2018-10-21 01:28:13.000000000
1011,Philippines,32,2019-04-10 17:31:42.000000000
1016,Indonesia,35,2018-03-14 22:52:39.000000000
1000,China,6,2018-12-02 21:54:52.000000000
1009,United States,35,2015-11-27 07:35:02.000000000
1031,Mexico,24,2017-05-21 18:29:10.000000000
1016,Philippines,47,2022-12-28 07:13:54.000000000
1026,China,24,2018-06-06 15:38:34.000000000
1030,Mexico,28,2019-05-21 09:39:19.000000000
1030,Argentina,7,2016-05-05 21:17:03.000000000
1035,Azerbaijan,9,2015-11-10 19:29:11.000000000
1019,Mongolia,11,2019-06-16 17:05:15.000000000
1001,Sri Lanka,15,2022-01-05 10:16:19.000000000
1028,China,31,2016-03-19 07:55:33.000000000
1025,Ukraine,22,2016-01-18 03:21:42.000000000
1022,Poland,29,2023-08-14 21:30:11.000000000
1032,Indonesia,30,2015-08-29 20:40:29.000000000
1031,China,20,2020-05-06 07:44:42.000000000
1000,South Africa,13,2023-01-22 21:39:17.000000000
1003,Brazil,8,2020-01-10 05:28:27.000000000
1009,Russia,13,2020-11-09 15:26:20.000000000
1000,Venezuela,2,2023-01-13 16:22:26.000000000
1008,Peru,25,2015-09-06 03:33:30.000000000
1008,Belarus,44,2019-05-07 23:10:46.000000000
1025,United States,37,2018-05-27 23:58:21.000000000
1034,Poland,8,2016-01-17 14:32:33.000000000
1007,Sweden,9,2017-08-15 11:26:18.000000000
1026,Dominican Republic,26,2017-12-25 05:57:27.000000000
1026,Brazil,26,2021-12-12 03:01:58.000000000
1005,Portugal,32,2022-08-29 12:15:12.000000000
1012,Armenia,1,2016-02-12 08:34:39.000000000
1035,North Korea,5,2021-01-22 17:17:35.000000000
1025,China,28,2024-01-05 16:37:10.000000000
1007,China,39,2015-03-18 06:34:41.000000000
1028,Portugal,5,2016-11-12 13:54:37.000000000
1024,Philippines,39,2019-04-04 20:58:58.000000000
1033,Indonesia,7,2020-08-26 05:57:32.000000000
1018,China,29,2021-06-13 14:14:00.000000000
1002,Indonesia,27,2022-08-29 23:04:01.000000000
1007,Russia,21,2021-02-14 07:53:04.000000000
1020,Nigeria,1,2020-04-08 05:48:20.000000000
1006,Macedonia,3,2024-01-18 11:48:17.000000000
1028,Japan,48,2021-02-05 03:37:16.000000000
1000,China,18,2015-06-15 05:32:37.000000000
1019,Philippines,12,2015-08-21 05:04:18.000000000
1024,Panama,13,2015-07-11 16:16:38.000000000
1034,Bosnia and Herzegovina,26,2020-04-23 02:12:56.000000000
1019,China,41,2023-11-15 13:55:25.000000000
1014,Philippines,22,2019-11-06 13:02:42.000000000
1008,China,3,2016-09-24 03:27:44.000000000
1008,Russia,4,2018-03-22 09:56:10.000000000
1022,China,21,2021-09-19 09:36:55.000000000
1024,Brazil,35,2018-12-28 08:35:20.000000000
1025,Russia,3,2018-08-26 13:42:23.000000000
1017,Indonesia,7,2018-05-12 09:15:22.000000000
1019,Czech Republic,15,2018-01-10 13:30:43.000000000
1034,Philippines,17,2023-11-25 01:41:02.000000000
1024,South Africa,16,2023-06-29 16:06:53.000000000
1009,Nigeria,21,2016-08-16 01:46:44.000000000
1012,Angola,29,2022-10-10 22:54:07.000000000
1003,Indonesia,30,2015-09-17 14:03:25.000000000
1014,Thailand,4,2020-12-22 14:40:21.000000000
1031,Venezuela,48,2016-08-20 17:17:43.000000000
1004,Poland,39,2019-02-01 07:12:10.000000000
1020,Honduras,8,2022-03-13 12:13:25.000000000
1021,Brazil,33,2020-03-16 15:18:04.000000000
1026,China,33,2018-03-23 14:43:41.000000000
1010,China,16,2023-08-22 11:02:10.000000000
1007,Brazil,36,2015-10-03 02:10:08.000000000
1000,China,15,2015-06-08 03:25:08.000000000
1025,Yemen,35,2016-10-08 08:46:00.000000000
1031,Morocco,45,2022-05-26 12:31:13.000000000
1022,Czech Republic,47,2019-12-13 19:13:53.000000000
1026,Brazil,44,2019-02-02 01:21:49.000000000
1012,Gambia,4,2020-03-08 08:13:10.000000000
1014,Russia,37,2018-11-25 19:20:36.000000000
1014,Sweden,35,2018-10-23 12:01:42.000000000
1002,Brazil,45,2018-12-12 07:12:34.000000000
1016,Comoros,42,2019-05-05 15:36:31.000000000
1004,Philippines,15,2024-02-02 11:46:58.000000000
1011,United States,26,2018-03-03 13:22:00.000000000
1008,China,37,2022-06-03 21:53:24.000000000
1017,Argentina,18,2022-11-09 22:38:41.000000000
1004,Indonesia,37,2019-11-25 04:51:48.000000000
1018,Vietnam,31,2018-04-07 07:39:43.000000000
1035,Czech Republic,3,2021-02-22 02:41:20.000000000
1024,Brazil,40,2017-12-14 17:16:28.000000000
1010,Portugal,19,2016-12-04 09:38:30.000000000
1017,China,36,2021-10-06 20:47:03.000000000
1001,Brazil,37,2020-04-11 04:06:47.000000000
1020,China,7,2023-10-05 15:18:50.000000000
1007,Ecuador,45,2015-08-19 05:55:50.000000000
1003,Indonesia,16,2020-01-22 11:46:50.000000000
1005,China,46,2021-12-29 13:14:17.000000000
1009,Indonesia,33,2021-12-29 08:07:04.000000000
1012,Sweden,14,2022-02-24 03:27:46.000000000
1001,Italy,44,2018-03-20 17:05:28.000000000
1032,Brazil,42,2016-08-18 12:38:36.000000000
1033,France,48,2021-08-24 17:44:02.000000000
1000,Indonesia,9,2016-12-08 04:02:32.000000000
1015,Indonesia,42,2017-05-08 03:45:28.000000000
1007,Spain,20,2017-10-03 00:22:26.000000000
1028,China,3,2023-09-22 16:50:52.000000000
1027,Indonesia,48,2021-02-24 05:02:45.000000000
1024,Colombia,24,2018-08-31 01:11:29.000000000
1002,Belarus,38,2022-10-21 02:07:45.000000000
1007,United States,39,2022-10-12 13:04:39.000000000
1012,Indonesia,38,2019-08-07 14:29:03.000000000
1004,Philippines,13,2017-06-22 04:07:58.000000000
1030,China,23,2022-05-18 06:36:20.000000000
1033,China,48,2018-02-20 14:03:23.000000000
1010,Poland,48,2020-07-06 02:35:15.000000000
1009,Philippines,5,2022-06-16 18:20:19.000000000
1019,China,39,2019-01-24 15:07:01.000000000
1033,Ireland,20,2017-12-17 19:08:21.000000000
1026,China,39,2024-02-06 20:16:23.000000000
1033,China,45,2023-07-06 09:45:16.000000000
1033,Poland,30,2023-06-12 23:27:48.000000000
1011,United States,24,2022-07-09 17:33:48.000000000
1034,Liberia,34,2018-07-07 17:21:15.000000000
1025,Guinea-Bissau,3,2018-07-21 14:30:23.000000000
1026,China,15,2020-07-13 17:03:02.000000000
1034,China,3,2016-11-27 00:26:13.000000000
1014,Indonesia,39,2019-11-26 17:47:52.000000000
1028,Nicaragua,29,2018-11-12 03:19:09.000000000
1012,China,46,2016-11-06 00:37:55.000000000
1015,China,19,2019-03-09 02:11:30.000000000
1000,Russia,15,2022-11-10 11:39:28.000000000
1033,Poland,3,2015-03-22 05:10:31.000000000
1001,South Africa,39,2020-07-28 17:55:55.000000000
1030,Brazil,20,2020-05-13 04:58:12.000000000
1026,France,12,2022-12-07 18:47:46.000000000
1013,Ukraine,19,2019-09-08 08:26:09.000000000
1024,Thailand,43,2021-02-21 04:20:50.000000000
1022,Guatemala,20,2024-02-27 07:25:00.000000000
1017,Malaysia,20,2020-07-08 05:24:38.000000000
1001,Portugal,24,2023-02-10 23:27:26.000000000
1032,China,31,2015-08-21 18:05:16.000000000
1011,Philippines,31,2019-01-26 19:24:51.000000000
1023,Libya,13,2019-07-18 05:11:37.000000000
1010,Niger,29,2018-05-20 18:18:41.000000000
1032,Indonesia,30,2015-05-21 16:31:26.000000000
1030,Japan,8,2015-11-13 00:51:47.000000000
1006,Philippines,38,2015-08-30 08:40:13.000000000
1007,China,14,2018-09-14 00:06:40.000000000
1022,Indonesia,27,2022-10-30 09:02:54.000000000
1005,Ethiopia,1,2020-01-24 04:14:36.000000000
1002,Nigeria,24,2023-01-01 05:26:01.000000000
1001,China,28,2021-09-30 04:52:14.000000000
1001,Nigeria,40,2021-03-03 16:07:50.000000000
1027,France,1,2023-05-09 15:16:21.000000000
1000,Sweden,28,2020-01-16 11:03:24.000000000
1012,United States,39,2019-10-09 21:38:50.000000000
1027,China,27,2021-04-24 20:43:07.000000000
1015,Colombia,21,2019-12-10 13:50:15.000000000
1026,Mexico,16,2022-11-18 17:37:06.000000000
1022,Indonesia,21,2018-05-24 03:02:14.000000000
1007,Sweden,41,2016-08-14 14:04:06.000000000
1009,Colombia,3,2023-03-30 05:34:45.000000000
1027,Finland,26,2018-09-30 09:58:42.000000000
1026,Egypt,42,2022-04-13 06:53:50.000000000
1001,Australia,17,2017-09-08 20:15:44.000000000
1026,Greece,2,2019-01-21 16:01:59.000000000
1014,China,27,2015-06-05 17:12:31.000000000
1035,Indonesia,47,2018-04-21 16:25:45.000000000
1016,Russia,3,2020-12-10 04:45:21.000000000
1004,Philippines,10,2020-04-17 16:13:28.000000000
1007,Russia,45,2021-09-08 21:15:51.000000000
1031,Sweden,33,2021-10-02 07:16:10.000000000
1034,Poland,2,2022-06-17 15:39:07.000000000
1007,China,44,2015-08-16 19:44:27.000000000
1026,Brazil,45,2020-10-24 14:28:41.000000000
1022,Peru,44,2018-07-14 21:44:32.000000000
1025,Indonesia,23,2015-10-13 20:13:15.000000000
1025,Finland,3,2019-09-29 16:52:36.000000000
1014,Indonesia,5,2016-09-07 06:20:14.000000000
1008,Netherlands,47,2016-05-14 02:01:46.000000000
1002,Democratic Republic of the Congo,6,2017-07-26 18:49:06.000000000
1024,Tunisia,34,2024-02-20 03:35:03.000000000
1035,Canada,48,2015-10-14 10:05:59.000000000
1006,Russia,5,2018-06-18 14:02:42.000000000
1008,China,28,2019-07-05 08:31:58.000000000
1018,Ethiopia,5,2023-12-21 02:25:48.000000000
1003,Indonesia,33,2019-09-01 09:06:59.000000000
1023,Chile,35,2020-05-11 11:47:22.000000000
1001,Botswana,10,2021-09-14 17:41:14.000000000
1019,Argentina,22,2021-03-09 09:21:32.000000000
1000,Bolivia,20,2016-12-08 16:12:13.000000000
1028,Philippines,44,2021-01-16 18:29:33.000000000
1010,Greece,13,2021-09-01 07:51:47.000000000
1029,Saint Kitts and Nevis,9,2018-10-22 11:41:17.000000000
1021,Ethiopia,13,2021-12-29 16:38:13.000000000
1012,Poland,27,2017-08-18 13:23:57.000000000
1012,China,37,2017-06-02 15:47:24.000000000
1006,China,40,2018-09-15 10:59:29.000000000
1003,South Korea,1,2021-08-08 01:23:10.000000000
1004,Yemen,4,2021-05-25 17:45:42.000000000
1030,Czech Republic,14,2022-09-26 07:55:14.000000000
1029,Nigeria,26,2022-06-20 20:11:25.000000000
1020,Macedonia,28,2016-07-18 04:38:25.000000000
1021,Russia,33,2020-08-14 21:49:49.000000000
1012,Uzbekistan,7,2017-07-05 01:42:12.000000000
1002,Japan,32,2015-11-17 13:38:07.000000000
1002,Greece,10,2020-02-07 16:54:30.000000000
1028,Brazil,26,2016-07-02 14:01:26.000000000
1005,Brazil,13,2019-10-26 08:00:18.000000000
1023,Cameroon,7,2020-01-02 10:49:33.000000000
1007,Portugal,42,2016-05-17 20:32:59.000000000
1008,Malaysia,35,2015-07-24 08:43:15.000000000
1033,Philippines,33,2023-05-06 12:49:22.000000000
1033,Nigeria,3,2021-12-06 09:40:33.000000000
1000,Russia,20,2018-07-15 06:45:41.000000000
1018,China,32,2017-12-01 05:44:03.000000000
1034,China,7,2021-12-12 17:25:45.000000000
1023,Poland,25,2024-02-03 00:09:23.000000000
1029,Indonesia,45,2018-01-29 05:19:57.000000000
1002,Belarus,4,2018-01-25 13:17:32.000000000
1019,Bolivia,20,2020-07-28 08:15:35.000000000
1028,Philippines,24,2018-11-16 08:17:12.000000000
1025,Argentina,41,2020-09-23 10:32:21.000000000
1006,China,6,2022-05-09 14:17:12.000000000
1003,China,41,2022-05-10 16:25:11.000000000
1014,Gambia,27,2019-09-02 05:11:22.000000000
1009,Brazil,19,2021-12-13 07:59:42.000000000
1033,Belarus,46,2020-10-30 22:21:37.000000000
1023,China,33,2023-12-22 16:01:34.000000000
1033,China,11,2021-04-16 17:00:15.000000000
1027,Burkina Faso,11,2018-03-22 23:26:44.000000000
1000,Kosovo,20,2019-10-31 20:50:24.000000000
1023,Poland,30,2015-12-10 00:01:05.000000000
1010,China,47,2023-01-20 16:49:03.000000000
1011,Poland,38,2022-03-26 10:29:28.000000000
1012,France,37,2018-04-19 16:28:02.000000000
1003,Azerbaijan,35,2020-10-30 16:34:21.000000000
1020,Indonesia,3,2020-08-01 16:31:40.000000000
1026,Philippines,10,2019-03-24 19:55:20.000000000
1023,France,10,2018-01-16 19:35:02.000000000
1026,Argentina,16,2016-04-06 05:35:48.000000000
1025,China,31,2018-01-13 20:09:26.000000000
1005,China,41,2023-01-07 15:48:55.000000000
1010,Serbia,3,2023-10-19 16:49:53.000000000
1023,China,5,2017-01-16 14:16:32.000000000
1012,Cuba,45,2021-08-14 16:28:23.000000000
1004,Uganda,44,2020-02-15 18:02:10.000000000
1026,Honduras,28,2020-05-25 17:26:32.000000000
1006,Pakistan,21,2020-03-18 05:59:27.000000000
1002,Greece,2,2020-07-23 19:56:48.000000000
1014,Indonesia,21,2023-07-14 22:29:47.000000000
1004,Albania,7,2020-05-02 20:03:56.000000000
1011,China,44,2023-03-18 03:16:42.000000000
1005,Japan,24,2017-10-19 22:05:10.000000000
1009,Indonesia,39,2022-12-11 23:43:00.000000000
1008,Kazakhstan,28,2020-10-19 22:45:14.000000000
1010,Portugal,14,2023-05-20 19:23:46.000000000
1021,Poland,30,2022-12-19 02:19:22.000000000
1017,United States,39,2024-02-24 00:38:18.000000000
1010,Venezuela,38,2023-01-06 16:46:44.000000000
1033,United States,46,2017-12-16 18:59:31.000000000
1030,China,1,2020-08-24 06:16:45.000000000
1010,Myanmar,6,2017-01-31 03:43:42.000000000
1008,Colombia,18,2019-08-26 01:45:24.000000000
1013,Vietnam,27,2015-08-11 23:18:52.000000000
1005,Colombia,27,2022-04-23 17:02:28.000000000
1026,Kazakhstan,11,2019-11-09 04:51:59.000000000
1015,Russia,24,2023-12-04 07:57:25.000000000
1023,Indonesia,33,2018-02-22 09:06:25.000000000
1026,China,8,2018-03-05 15:18:48.000000000
1030,China,3,2020-03-17 12:38:57.000000000
1026,Philippines,9,2019-08-12 04:29:04.000000000
1000,North Korea,37,2020-08-17 18:00:55.000000000
1012,Indonesia,28,2018-09-26 02:14:50.000000000
1010,Finland,25,2024-02-19 02:40:44.000000000
1014,Canada,33,2017-07-19 14:44:37.000000000
1020,Argentina,41,2022-02-05 02:56:25.000000000
1020,Indonesia,3,2016-10-31 07:08:59.000000000
1031,Bolivia,41,2015-10-10 23:53:00.000000000
1021,Colombia,36,2016-08-05 20:15:37.000000000
1014,China,17,2018-03-24 20:34:53.000000000
1021,United States,38,2019-03-13 23:26:13.000000000
1019,China,18,2015-12-06 03:04:03.000000000
1014,Indonesia,1,2019-05-19 20:32:44.000000000
1012,China,10,2021-07-26 04:25:12.000000000
1012,Ecuador,42,2017-09-11 21:19:31.000000000
1004,Greece,32,2017-09-11 20:36:22.000000000
1035,Indonesia,12,2024-02-07 10:47:39.000000000
1034,Russia,3,2015-03-21 11:21:45.000000000
1006,Austria,39,2019-02-21 20:28:59.000000000
1003,China,8,2018-11-02 05:51:33.000000000
1009,Poland,24,2015-12-11 10:27:12.000000000
1013,Serbia,20,2017-08-23 10:22:38.000000000
1008,China,35,2023-11-13 12:19:51.000000000
1018,Indonesia,41,2021-06-03 19:20:48.000000000
1009,New Zealand,7,2021-03-30 08:32:01.000000000
1025,East Timor,2,2016-12-06 13:57:58.000000000
1035,China,24,2019-05-23 01:17:04.000000000
1024,France,2,2023-06-24 21:35:07.000000000
1010,Palestinian Territory,7,2015-09-19 13:37:15.000000000
1015,Indonesia,32,2015-09-29 19:49:44.000000000
1025,China,42,2023-04-16 02:44:30.000000000
1028,China,2,2020-08-08 23:32:03.000000000
1034,Portugal,23,2022-07-13 02:52:18.000000000
1018,Indonesia,12,2018-08-18 05:07:14.000000000
1002,Indonesia,41,2016-02-22 07:05:36.000000000
1029,Thailand,33,2020-08-16 09:32:04.000000000
1021,France,2,2016-10-27 16:35:49.000000000
1030,China,28,2021-12-20 21:59:06.000000000
1018,Indonesia,40,2016-08-23 13:50:45.000000000
1014,Indonesia,31,2019-01-31 10:35:06.000000000
1018,Peru,48,2023-08-26 20:31:46.000000000
1015,Greece,32,2021-01-10 10:30:16.000000000
1031,Russia,29,2023-01-06 14:15:51.000000000
1031,Indonesia,29,2015-07-17 01:44:09.000000000
